date,time,name,gender,city,userLevel,score,content
2019-11-28,2019-11-28 21:14:46,CHEESE罐子,2,武汉,2,5,影片结束我一个人坐在电影院里鼓掌。谢谢1990为我带来的精彩演出。其实他比我勇敢，因为我最终还是走下了船的舷梯。
2019-11-28,2019-11-28 21:13:41,Zpj260755982,0,郑州,1,5,发生了美好的故事
2019-11-28,2019-11-28 21:12:46,yilarahi441,0,广州,1,5,还想再看一遍
2019-11-28,2019-11-28 21:08:24,水木沐🌸,2,新乡,3,3,一分给音乐，一分给男主颜值，还有一分给男二这个胖胖的小号手。对这部电影慕名已久，但是并没有达到我的预期。我本来以为会很触动我的心灵，但是看完之后只有没有看懂的憋闷。可能因为我真的是个俗人，理解不透彻想表达的意思
2019-11-28,2019-11-28 21:08:10,/.\ 潶皛畫映😊,1,常德,3,5,有些电影适合一个人看，有些路适合一个人走，有些人适合擦肩而过。完美的演绎，如果可以，会刷下去。
2019-11-28,2019-11-28 20:37:02,oMf702725672,0,长沙,2,4,好看，引人深思。不适合我。无强大特效
2019-11-28,2019-11-28 20:36:56,daisy_niu,0,上海,2,5,必须给10分
2019-11-28,2019-11-28 20:36:47,奚若嫣,0,上海,2,5,多年后再看 依然热泪盈眶 虽然这次比较懂得1900孤独是人类的集体宿命
2019-11-28,2019-11-28 20:36:39,张焕振,1,成都,3,5,何必要追求那无尽头的世界和无尽头的人呢
2019-11-28,2019-11-28 20:36:06,IHj948050726,0,南宁,3,5,最有感的电影，没有之一
2019-11-28,2019-11-28 20:29:05,w4102195,0,邯郸,2,5,陆上一眼望不到尽头，而船上只有头与尾，尽收眼底。坚定选择自己的生活方式，不为外面的花花世界而改变。船上生船上终的1900永远活在大海上。
2019-11-28,2019-11-28 20:26:54,CXY0417BD,0,兰州,3,2.5,天才在左疯子在右
2019-11-28,2019-11-28 20:24:39,🌻 🍀 信蒙蒙🍎 🍑🎩,0,哈尔滨,2,5,我们笑着说再见 却深知再见遥遥无期 很庆幸 没错过
2019-11-28,2019-11-28 20:23:51,Rachel 雷🍷【极致】,2,成都,1,5,特别好看！ 值得！
2019-11-28,2019-11-28 20:22:37,猫猫🐱！,2,广州,4,5,独立自主地完成了自己的生命。。。很棒的电影。
2019-11-28,2019-11-28 20:22:13,zKD192023777,0,深圳,2,5,短暂的亲情、隐晦刹那若烟火的爱情、到最后告别的友情，很深刻。孤独的定义似乎不是人走茶凉，而且对某些事物极致的热爱。
2019-11-28,2019-11-28 20:21:24,鍃鬮,1,昆明,3,4.5,补个票(◐‿◑)﻿
2019-11-28,2019-11-28 20:19:17,带花边的大西瓜,2,烟台,2,4.5,上周看了《海上钢琴师》，对我和儿子的触动都很大，儿子为他鼓掌了3次，还模仿1900的弹琴手势，当孩子把1900当成偶像崇拜的时候，1900因为不想下船而跟那艘游轮一起灰飞烟灭了。整个剧情在经历了可怜-欣喜-蜕变-辉煌后直接用死亡作为结束，那股被音乐滋养的沸腾的血液在瞬间凝固了，悲怆！虽然悲伤、惋惜，但是我们对音乐有了重新的认识：音乐是情之所归；练琴是通往内心天籁的必经之路，在那里音符将是你的奴隶。
2019-11-28,2019-11-28 20:18:03,纯💃🏻,0,海门,3,4,或许是他生活在那个年代的悲哀！只能是自己去适应社会和生活，哪有社会和生活来适应你，放在现在，怕是早就被淘汰出局的人！
2019-11-28,2019-11-28 20:17:42,醍醐,0,南昌,1,5,*，**买错影院了…没去看…嘛勒戈壁好气哦，30块钱，重制版还要下映了…妈耶血亏
2019-11-28,2019-11-28 19:54:16,不露声色,0,武汉,4,5,我心里的电影分两种 会讲故事和不会讲故事 或者打动人和不打动人。在我心里 这个故事足够打动我 1900的纯粹令我动容 与船一起销毁又是无比的令人震撼 我发自内心的羡慕他 他就像是一个美好的梦 治愈着成年人在这个不够美好没有尽头的世界继续生存。如果有来生 我希望做他那样的人
2019-11-28,2019-11-28 19:51:41,W_A_Y,1,丹阳,2,4.5,怀念，看到斗琴那段还是让我热血沸腾
2019-11-28,2019-11-28 19:50:15,金曦707,1,深圳,2,5,很早以前的电影了
2019-11-28,2019-11-28 19:49:41,容·错,0,上海,3,5,第六次刷，这次带父母，一如既往的喜欢1900
2019-11-28,2019-11-28 19:47:03,Isx131890644,0,武汉,4,4.5,还是那么棒 时间过去 带给我的混沌少了 属于自己的感悟慢慢出来了 这部电影是一首浪漫诗 是浪漫主义 英雄主义 看到了未来 决定自己体面走向终结的赞歌 欲望是没有尽头的
2019-11-28,2019-11-28 19:42:50,李余科,0,广汉,4,4.5,结尾处有些拖沓了，感情过浓
2019-11-28,2019-11-28 19:37:42,戒三JS,0,深圳,5,5,完美的故事。。。
2019-11-28,2019-11-28 19:33:57,FRg572279667,0,郑州,4,5,经典有成为经典的理由
2019-11-28,2019-11-28 19:32:42,四川-Guo,1,成都,2,5,天是鱼🐟 的海底，海是鱼的天空。电影看完，坐在凳子上许久未动，脑中回想着自己曾经写过的诗句。
2019-11-28,2019-11-28 19:32:01,TUR696927938,0,涿州,2,5,朋友之间深深的情谊男主始终坚持自己的信仰
2019-11-28,2019-11-28 19:31:46,純潔的白貓,0,襄阳,3,5,之前是在网上看的，没想到会重置上映，钢琴点烟真棒！
2019-11-28,2019-11-28 19:29:07,PKJ569428792,0,广州,4,4.5,还不错，很文艺，最后也挺感人的
2019-11-28,2019-11-28 19:29:03,太上忘情y,0,成都,3,4.5,非常棒的一部影片！！
2019-11-28,2019-11-28 19:28:30,_qqs4t1438072530,0,大连,3,5,因为看了这部电影，我开始喜欢音乐了
2019-11-28,2019-11-28 19:26:06,田田田 🧸,2,北京,4,5,老电影值得一看，一个人去看的感觉不错，电影院人不多，一个人坐在后排，默默看，剧情完全抓心，从头到尾没觉得一点没意思，和小时候看的心情和感觉完全不一样。快到结尾处也不禁鼻子一酸。一个人看这种电影感受还是非常好的。满分💯
2019-11-28,2019-11-28 18:56:14,Neverlost,0,东营,2,5,挺好   不不不不不不巴巴爸爸
2019-11-28,2019-11-28 18:54:40,AXU151623552,2,上海,2,0.5,没看懂什么意思，
2019-11-28,2019-11-28 18:52:04,RRb549331754,1,中卫,2,5,电影很感人，一个人去看的，电影院都有人看哭了，有些人，一转身便是永别！
2019-11-28,2019-11-28 18:51:50,FREE HUGS,1,广州,2,5,超好看。以后买的第一架钢琴就叫1900吧
2019-11-28,2019-11-28 18:50:46,门肉丸🍡,2,长春,4,5,完全看不懂....
2019-11-28,2019-11-28 18:50:26,huangchuohao,1,上海,3,4,原谅我太low，看不太懂
2019-11-28,2019-11-28 18:49:41,七碗茶,1,遂宁,2,5,谜一样的故事从一个坎坷没落的小号手嘴里讲出，风趣真挚又迷惘忧伤。1900带着晕船的他在狂风巨浪中漂移的钢琴上飞舞。1900被挑战者音乐打动掉泪，也不堪其辱奋力反击打败劲敌。1900为一见倾心的姑娘即兴创作旷世神曲。他珍惜1900的才华和纯粹，鼓励其走出自我禁锢走向俗世的幸福，尤其不忍看着其随船而亡。但他接受了1900的选择，谜就是谜不能成为他希望的样子，可能他也从1900身上看到了“命运”，最终他带着1900的故事浪迹天涯。理解的终极意义可能是按照对方的出身、成长、观点化身为“他”去思考，去成全吧。
2019-11-28,2019-11-28 18:45:56,自由自在CaiCai,2,郑州,2,5,经典 必看。
2019-11-28,2019-11-28 18:45:30,💛Cindy_Chiu,0,北京,2,5,生而为人，心怀善念。
2019-11-28,2019-11-28 18:43:49,CX,0,岳阳,3,5,多年前看过，很多好看的老电影希望能重新上映。
2019-11-28,2019-11-28 18:43:37,周plp168755688,0,乌鲁木齐,3,5,8厅椅子💺舒服温度也刚好 电影也有内涵，值得一看
2019-11-28,2019-11-28 18:42:10,时倾.,0,宜昌,3,5,看一次哭一次
2019-11-28,2019-11-28 18:38:31,江哥,1,无锡,4,4,男主人公是个音乐（钢琴）天才，从出生到最后炸船，一直都在船上，从没下过船。唯一的一次下了旋梯一半，但没真正踏上陆地。
2019-11-28,2019-11-28 18:33:53,wKP145673158,0,杭州,2,5,这部电影挺好的！
2019-11-28,2019-11-28 18:27:46,门前有棵芙蓉树,1,广州,4,5,世界如此待你，你也不肯退让一步。
2019-11-28,2019-11-28 17:46:24,不二臣,1,哈尔滨,5,5,不知道给差评的咋想的 本来就是文艺片  你当你🐴 搞笑片看呢？
2019-11-28,2019-11-28 17:43:28,郑丁晋,1,深圳,3,5,看一次哭一次，人总是要为自己，为梦而活着
2019-11-28,2019-11-28 17:42:52,绸缪,1,北海,3,5,击中内心，曾经我们心中都住着个1900，在梦想的船上我们尽情挥洒，我们超越一切，迎来送走一批批形形色色的过客，邂逅美好，船终究逝去，带着我们心中的1900。就像剧中mxs刚开始当掉他的重若性命的小号一样，为在生活这座大城市中寻求一个房子一个伴侣一小块地去奔波，终归回归现实。原来我们都一样。
2019-11-28,2019-11-28 17:42:39,SHN,1,哈尔滨,1,5,好看。虽然没有仔细看看
2019-11-28,2019-11-28 17:39:41,AoI268400852,0,韶关,2,5,经典真的有味道，每个人都有自己的世界
2019-11-28,2019-11-28 17:34:01,kax717685952,2,成都,2,5,看完，确实不错，嗯嗯嗯嗯
2019-11-28,2019-11-28 17:32:16,AYa88284455,0,天津,2,3.5,有删减吧，早就看过影碟，画面修复的很好胶片感强烈，音响效果一般
2019-11-28,2019-11-28 17:30:19,谐雅,2,蒙自市,1,5,天才的世界非凡人能及。
2019-11-28,2019-11-28 17:25:20,WWy165045790,0,聊城,3,5,好看极了！！
2019-11-28,2019-11-28 17:24:15,民食天,1,杭州,2,4,前期中期很好看，后期的战争情节转的太硬了  感觉个人不太喜欢
2019-11-28,2019-11-28 17:22:20,冯萌902,2,北京,3,5,好好好。。。。
2019-11-28,2019-11-28 17:21:27,:-O:-(=_=,1,成都,5,5,往往流传下来的，都是悲伤的故事。不想接受，但是这就是现实。
2019-11-28,2019-11-28 17:19:01,高硕111,0,太原,4,4.5,不错，值得一看
2019-11-28,2019-11-28 17:18:59,法语朱老师,2,深圳,3,5,荡气回肠！这是我第三次看它。
2019-11-28,2019-11-28 17:17:08,季海,1,邵东,3,5,电影院好扣，暖气都不开，感冒了！
2019-11-28,2019-11-28 16:48:18,锋52,0,广州,3,5,太感动了，呜呜呜
2019-11-28,2019-11-28 16:47:54,歌子,2,盘锦,1,5,经典 享受 思考
2019-11-28,2019-11-28 16:46:48,fFD947919178,2,济南,2,0.5,个人表示看不懂，讲的啥故事？怪不得人不多
2019-11-28,2019-11-28 16:46:39,疯狂的杨桃,1,上海,3,4.5,比较走心的电影，没有多恢宏的场面，但是故事确很好的表现了人类的思想感情，要尊重所有人
2019-11-28,2019-11-28 16:46:16,PearlR,0,乐山,2,5,Change life. Start fresh.
2019-11-28,2019-11-28 16:46:01,一16653,1,许昌,2,1,我以为新片，竟然是多年前的拿来卖，有木有良心
2019-11-28,2019-11-28 16:45:28,🐥,0,章丘区,2,5,太好看了，每个情节都是那么重要，结尾了都没出戏
2019-11-28,2019-11-28 16:43:46,wmy9572,1,敦化,3,2,不好看，一点都不好看
2019-11-28,2019-11-28 16:41:14,Jonson,1,深圳,3,4.5,老电影翻炒卖情怀，也就这样。
2019-11-28,2019-11-28 16:40:33,LZH,0,大连,2,5,永远走不出的画地为牢，永远没有边界的人类欲望
2019-11-28,2019-11-28 16:38:03,🔱Dana🦋依丹,2,广州,3,5,伟大的作品
2019-11-28,2019-11-28 16:37:03,oDF868787779,1,鞍山,3,4,总的来说还不错
2019-11-28,2019-11-28 16:35:14,不问若叶,1,沈阳,4,5,要么在习惯中癫狂，要么在被迫中流浪~~
2019-11-28,2019-11-28 16:34:35,Li,1,邢台,2,0.5,不好看，还是别去浪费钱浪费时间了，想看的话过两天网上估计就有了
2019-11-28,2019-11-28 16:28:20,sky,0,广州,4,4,天才必定是有执拗处，常人所不能懂的
2019-11-28,2019-11-28 15:43:10,DpJ735874641,0,贵阳,3,4,欲望那么少，快乐那么多。
2019-11-28,2019-11-28 15:43:03,Zuq843963699,0,济南,2,4.5,好看。。。。
2019-11-28,2019-11-28 15:34:50,efl755087485,0,邵阳,4,5,人们都说，所有的天才都会超级神经质，然而我认为，那是他们对艺术对科学等认真献身的态度！
2019-11-28,2019-11-28 15:29:06,Uax372343347,1,南宁,3,5,很感动，有才华的人，一生都在船上。
2019-11-28,2019-11-28 15:29:04,🔆🔆🔆🔆🔆,2,南宁,1,1,可能是我的艺术细胞不强，看到一半就走人了
2019-11-28,2019-11-28 15:25:27,Zhai,1,上海,2,4,一个音乐迷的内心小世界，一个宛如海市蜃楼的美丽故事，一代文青的世外桃源。
2019-11-28,2019-11-28 15:25:04,邓熹烔,2,广州,3,5,完全体会到1900登船对未来未知的恐惧，感同身受！！！暴哭！！！！！
2019-11-28,2019-11-28 15:24:41,YY,2,天津,2,5,好看，意犹未尽，论自由与孤独，娓娓道来
2019-11-28,2019-11-28 15:22:04,何小娟,2,广州,2,5,泪流满面，人生不能太圆满，有些遗憾会显得弥足珍贵
2019-11-28,2019-11-28 15:14:04,风轻云漫,1,福州,4,5,经典重现，再回童年。
2019-11-28,2019-11-28 15:13:12,若愚东,0,乌鲁木齐,4,4.5,另一种生活，智慧人生
2019-11-28,2019-11-28 15:06:47,周周,1,海城,4,5,孤独，有些时候，有些地方，有些人，其实也很好。感谢1900，感谢音乐，生活并不孤单。
2019-11-28,2019-11-28 15:03:46,AAA黎世斌,1,长沙,3,4,从出生到死亡，在船上所经历的一切，感受大海所带来的宁静，，这何尝不是一种选择。我心安处，即是归宿
2019-11-28,2019-11-28 15:00:52,Opk446468137,0,呼和浩特,3,5,净化心灵的片子，值得一看
2019-11-28,2019-11-28 15:00:29,yxT141276034,0,武汉,5,5,非常经典，相见恨晚。比纯视觉效果的美国大片更有感染力。强烈推荐！
2019-11-28,2019-11-28 14:31:44,Eugenie427,2,成都,3,5,超赞，在手机上看过，再在电影院看一遍，一样的感动
2019-11-28,2019-11-28 14:29:16,漫步云雾中,0,北京,4,3,什么啊。一点意思没有。就是中国拍的小成本电影。不值得看
2019-11-28,2019-11-28 14:28:33,我是大胖胖的人,2,上海,4,5,和男朋友在VIP厅看的，感觉很震撼
2019-11-28,2019-11-28 14:22:12,rhs166266011,0,杭州,2,4.5,再看感动依然
2019-11-28,2019-11-28 14:21:07,QGY387185462,0,西安,2,4.5,能让人内心安静的电影
2019-11-28,2019-11-28 14:18:31,cBT469627631,1,伊宁,2,4.5,不能积极面对新的生活，就会被淘汰
2019-11-28,2019-11-28 14:03:59,Reset661931,2,深圳,2,3.5,奔着评分还有预告来的，没有想象中那么惊艳，不知道为什么评分这么高，也许是个人感受和眼光不同吧，只能说感受一般。
2019-11-28,2019-11-28 13:53:39,赵海明,0,崇左,4,0.5,2019年，最差的片子，没有之一。9.4的评分，后天作弊的吧？
2019-11-28,2019-11-28 13:52:53,sun,0,北京,3,5,这是我看电影好多年来，唯一觉得算经典的电影，如果电影只是讲的一个天才的成名史，就显得没有那么深刻了，作者想用这部电影折射现在的人心，浮躁、焦虑、紧张。为什么现代人都这样？因为欲望，欲望蒙蔽人的双眼，污染人的灵魂。只有闭上欲望的眼，自己的人生自己的灵性才能真正回归。
2019-11-28,2019-11-28 13:51:51,GCa339694122,0,益阳,4,4.5,真想他强硬点把他拉下船啊。
2019-11-28,2019-11-28 13:51:29,摸仙小狼,2,南京,3,4.5,绵延的城市中应有尽有 ，却唯独没有尽头。
2019-11-28,2019-11-28 13:48:54,小林子,2,佛山,2,4.5,人生除了懂得享受孤独之外，还要懂得多走出去看看外面世界，遇到困难的时候不要一味的夸大，没跨出第一步，已经自己把自己吓着了，还有要多带孩子去接触新事物。
2019-11-28,2019-11-28 13:43:32,你的骑士,1,宜宾,2,4.5,剧情可以，很OK
2019-11-28,2019-11-28 13:40:50,淳化县长,1,西宁,2,4.5,看完我想学钢琴
2019-11-28,2019-11-28 13:39:01,ROY菲,2,仙桃,2,5,个人非常喜欢1900
2019-11-28,2019-11-28 12:50:11,喵星来客,1,南京,4,5,好看的好看的
2019-11-28,2019-11-28 12:46:18,chtxiao,1,北京,3,1,烂片骗钱！！！
2019-11-28,2019-11-28 12:39:29,珠穆拉玛峰老污龟,1,广州,3,5,经典不腻，不看可惜。
2019-11-28,2019-11-28 12:36:40,程丹749,2,广州,2,5,感人，选择了一种人生就要面对啊！
2019-11-28,2019-11-28 12:30:53,启玄爱草莓,1,大连,4,4,感人，人世一遭，对自己好点
2019-11-28,2019-11-28 12:16:52,文武之道,1,金华,2,4.5,寓意深刻，值得想象
2019-11-28,2019-11-28 12:16:14,岁月静好,1,西安,4,5,永远漂泊在海上的  1900  。一个出生在时代最开端的 1900 。虽然没有到过船外的世界，可在自己有限的黑白琴键中，勾勒出了自己曼妙的一生。没有父母没有爱人没有家甚至没有名字，但却什么都有。虽然一生都在海上，却看的比谁都广阔。孤身一人去面对生命的动人乐章，谢谢，永远的1900。🎹
2019-11-28,2019-11-28 12:08:46,黄雄,2,上海,2,5,很好看，眼泪忍不住就流出来了。
2019-11-28,2019-11-28 12:05:13,梦梵💫Letitia,0,北京,4,1,一般智商看不懂
2019-11-28,2019-11-28 12:03:25,赵鹏,0,西安,2,4,没有太看懂，感觉只是看了一个故事，中心思想没有理解
2019-11-28,2019-11-28 12:01:40,文文,1,湛江,2,0.5,挺无聊的，只有后面10分钟的感动
2019-11-28,2019-11-28 12:00:51,南烟,2,福州,2,4.5,经典就是经典
2019-11-28,2019-11-28 11:55:50,healer56628,0,郑州,4,5,emm挺好看的，但是我要是他兄弟我会把他打晕捞出来。看完这个电影觉得他不下陆地就是懦弱。
2019-11-28,2019-11-28 11:54:59,尘归尘，土归土,1,高陵,2,0.5,删NMB这么优秀的电影你✘✘✘
2019-11-28,2019-11-28 11:51:39,少帅,0,博罗县,2,5,为啥之前没上映的时候我看过，和电影院的剧情一毛一样
2019-11-28,2019-11-28 11:15:33,王丹辉,2,上海,3,5,非常好看，情节连贯，时间切换自然，思想演绎深入，特别棒的一部电影。
2019-11-28,2019-11-28 11:11:54,grapelet,0,广州,4,4.5,1900的纯真和深刻，值得被写出来！
2019-11-28,2019-11-28 11:11:38,fvM737523584,0,深圳,2,5,好看，好感触
2019-11-28,2019-11-28 11:07:12,君子坦蛋蛋,1,龙岩,2,1,人生中第一次看这么没故事情节的电影，让费时间
2019-11-28,2019-11-28 11:06:33,习惯@_@,0,昆明,2,1,没看懂 这部电影的经典在哪？然后评分为什么还那么高？
2019-11-28,2019-11-28 11:03:11,落花雾月,2,深圳,2,2.5,没有看懂。比较文艺，觉得男主角太固执了
2019-11-28,2019-11-28 11:01:36,-_-容,0,厦门,2,5,情感刻画的很细腻，细节表现的也很好
2019-11-28,2019-11-28 11:01:21,刘旭辰,1,大连,2,4,纯粹的一生，只能以纯粹但令人心碎的陨落谢幕。1900没有错，错的是追求欲望的社会
2019-11-28,2019-11-28 11:01:17,行者无疆,1,菏泽,1,5,和原来的相比，时间缩短了近一个小时，不过画面很美，这影片最好的地方还是内心深处的感悟，无处安放的自由，就是雷蒙斯不下船的原因！至少他还有艏船！未入尘世，尝尽人生百味！他的一生都用钢琴演奏出来了
2019-11-28,2019-11-28 10:49:40,929兔宝宝,0,太原,2,5,环境！价格！效果都没问题喽！棒棒哒
2019-11-28,2019-11-28 10:49:13,🍊,2,厦门,1,2.5,得到的启示比较少
2019-11-28,2019-11-28 10:46:58,BETTY的姐姐🦊,2,北京,2,5,哭的稀里哗啦
2019-11-28,2019-11-28 10:44:35,子休,1,成都,2,4.5,安于本心，恬静自守。
2019-11-28,2019-11-28 10:41:49,Kinbei～,0,兰州,2,5,老电影   以前看过  现在看也是超级好看  经典嘛  打个10没毛病
2019-11-28,2019-11-28 10:39:29,Yuri.Wang,2,东莞,3,5,#《海上钢琴师》#我确信我那模糊的记忆里有这样一部值得珍藏的电影 只是当时没有认真品味 所以今晚心血来潮进了影院“陆地上的人 浪费了太多时间去问为什么，所以你们永远不厌倦旅行 总是追寻遥不可及的地方，但并不适合我。”真的 真的很羡慕你找到自己的生活 1900，但愿我也可以[爱心]
2019-11-28,2019-11-28 09:45:44,L,2,广州,3,2.5,他就是不愿意去面对陆地上的压力，就像现代人活着需要面对房贷车贷等等
2019-11-28,2019-11-28 09:42:24,恒大滨江御府。杰克,0,诸暨,2,0.5,超烂，不知道为什么这么高分
2019-11-28,2019-11-28 09:41:13,泰格,1,深圳,5,5,1900拒绝走下梯子，登上陆地，哪怕哪里有那么美丽的女孩，让他流淌如斯绝妙音乐的女孩：陆地上没有尽头，有的是无尽的选择，无尽的欲望，人要如何在这样的选择和欲望下生活？所有人欢呼雀跃的“America”真的如他们所愿，幸福，开心，满足？不用在夏天担忧冬天的到来，在冬天里又期待夏天？—— 所谓一念未逝，诸念又起，纷纷扰扰，那无尽的念头，就足以让人焦虑，疲惫，不知所往，哪里像在“弗吉尼亚”上，哪里就像就在当下，如此美好，如此满足。
2019-11-28,2019-11-28 09:41:08,Fmc510103440,0,深圳,2,5,人生是一场没有彩排的电影、都是现场直播
2019-11-28,2019-11-28 09:40:37,阿戈妹妹,0,登封,2,5,强烈推荐 老电影是真的太好看
2019-11-28,2019-11-28 09:36:31,核桃,2,宁德,2,5,纯粹的人纯净的曲子
2019-11-28,2019-11-28 09:36:15,闻明科,0,惠阳,2,5,很不错的一部片子
2019-11-28,2019-11-28 09:35:45,雪域枫情,2,成都,2,5,好看，有深度，不错
2019-11-28,2019-11-28 09:32:32,高虎。,0,榆林,2,5,看哭了。1900  传奇
2019-11-28,2019-11-28 09:30:31,流蝉,0,宿州,2,5,第二次看，感动
2019-11-28,2019-11-28 09:30:21,ElaineForrest,2,深圳,1,2,没网上评论那么好看吧，主要是期望挺大的。
2019-11-28,2019-11-28 09:16:40,微笑,2,台州,2,3,不好看 都不知道这么高的评分哪来的
2019-11-28,2019-11-28 09:16:24,Moviegoer,1,西安,4,5,豆瓣高分重新搬上银幕，还是那么好
2019-11-28,2019-11-28 09:16:16,叔一笑,1,恩平,5,4.5,一个天才，一个心灵残缺的人，选择了一条不平常的路，造就非凡人
2019-11-28,2019-11-28 09:14:02,京墨,2,新密,4,5,好看。。。。
2019-11-28,2019-11-28 08:45:49,Yali,2,广州,3,4.5,喜欢 果然还是爱情的开始最美好啊 斗琴和遇到都很棒
2019-11-28,2019-11-28 08:43:05,halihaly,2,杭州,3,5,每个人都有自己的世界，就很害怕到别人的世界，因为有那么多看不见的随时可变的因素，所以我也一直喜欢呆在自己的世界里，不做任何改变！
2019-11-28,2019-11-28 08:37:00,KnF655682024,1,广州,1,5,经典再现，好看
2019-11-28,2019-11-28 08:35:05,善待傻瓜好吗…,0,青岛,1,5,有一说一好看
2019-11-28,2019-11-28 08:31:53,六月残花,1,宁波,3,5,经典无需多言！也许今天依然在某艘客轮上有人在弹奏自己的乐曲！
2019-11-28,2019-11-28 08:29:45,大宝,0,长春,3,4.5,影片很好，一个天才的孤独，演员的演技一流！
2019-11-28,2019-11-28 08:06:14,加那提,1,北京,1,5,唯美，纯洁的一部电影
2019-11-28,2019-11-28 07:47:19,angle李,1,嵊州,4,5,其实你也很孤独吧！
2019-11-28,2019-11-28 07:00:39,OGI195859525,0,安阳,2,4,这部电影我给4星，这是一部二十年前的电影为什么还要拿来上映？而且剪辑的乱七八糟，还不如不上映让它维持最美好的样子！
2019-11-28,2019-11-28 06:33:41,曲之阳海峰,1,保定,3,3,老电影，电影老了
2019-11-28,2019-11-28 06:06:30,pOi877891165,0,杭州,2,5,非常好…喜欢男主角这样的特吧的人…希望他好好的…
2019-11-28,2019-11-28 06:00:12,蝶儿飞飞,2,吉林,1,1.5,说实话不好看，整个影片除了1900的钢琴天赋让人感觉神奇外，没有正能量，有的只有同情，可怜，当船要被炸毁时，朋友劝1900下船，1900却因为害怕懦弱而拒绝时，我真想扇他两个巴掌
2019-11-28,2019-11-28 03:03:07,洪洁,0,深圳,4,5,感动😂造物弄人
2019-11-28,2019-11-28 01:48:03,『世间因果』,1,深圳,3,5,如果不踏出那一步，我们永远没有真相。你会不会多陪我一场，我还是念你一生。
2019-11-28,2019-11-28 01:28:58,Du范范,2,郑州,4,5,一辈子不下船，船上是永恒，船下是人生。。
2019-11-27,2019-11-27 23:54:35,꧁唯有꧂（命护虎义会）🔥,0,深圳,2,5,钢琴师的结局是 他死都不下船
2019-11-27,2019-11-27 23:49:20,CAJ116107335,1,开平,3,4.5,第一次看 结局有点遗憾同时也很完美吧！
2019-11-27,2019-11-27 23:41:31,舒子敬,0,义乌,2,5,经典就是无论在任何时代都是精品
2019-11-27,2019-11-27 23:28:37,迷糊辰辰酱,2,洛阳,3,4.5,一开始觉得这样的结尾是遗憾的，1900为什么到最后还不下船呢，后来又觉得他的选择是没有遗憾 是不悔的，他是为艺术而生的，在船上想象着这世界的美好，这世界的鲜活在他心里 在他的指尖。不知道或者忘记他的人像往常一样过着生活，对于曼克斯，他要带着回忆和思念活着，觉得不公平，会很痛苦。但是最后音乐点的老板把小号重归于曼克斯手里的时候，又觉得曼克斯拿着希望消失在了雾中，一切终将会是新的开始，就如同他希望1900有新的开始一样，是时候也该给自己一个新的开始
2019-11-27,2019-11-27 23:26:31,微微一笑惹紅塵,2,深圳,2,5,一场视听盛宴，久违的感动
2019-11-27,2019-11-27 23:25:53,乔家小可爱,2,安吉,3,5,很好很好很好
2019-11-27,2019-11-27 23:25:46,秋意,2,上海,2,4,我是实用主义的中国人，有点不理解剧情，不知道怎么会这么高分
2019-11-27,2019-11-27 23:22:58,王泽宇,1,井冈山,4,4.5,纯粹的匠人精神
2019-11-27,2019-11-27 23:17:15,jKW863103156,0,安顺,3,5,满分，真不得说
2019-11-27,2019-11-27 23:11:01,YCLGOGOJIAYOU,2,北京,3,5,挺好看的。。。
2019-11-27,2019-11-27 23:06:11,ugW387805473,1,广州,3,5,感人，伤感，惆怅
2019-11-27,2019-11-27 23:05:33,时髦的小七,1,徐州,3,3.5,反正我是没看懂它想阐述什么
2019-11-27,2019-11-27 23:04:14,QmD661568360,0,北京,3,4.5,站在舷梯中央的1900望向烟雾弥漫的都市，甩下毡帽，毅然转身回到他安居的大船，继续在他有限的琴键上创造无限的音乐。他也许依然向往着只有在陆地上才能听到的海声，那个匆匆离去的女孩，还有陆上那些美丽的国度。但都市背后的无限又令他如此惶恐和迷茫...炸弹响起，他仍端坐在那里弹奏着虚空中的钢琴，生于偶然，死于决绝。我认为这个结局是凄美的，也是令人惋惜的。因为陆地上的琴键依然有88个，而那个广阔的世界也不一定令人如此无可适从。他也许能从陆地上的海声中重新审视曾经的生活，在无限之中找到立足之地：一栋房子，一段爱情，还有只属于他自己的音乐...不得不说埃尼奥•莫里康内的配乐让影片在听觉上臻于完美。
2019-11-27,2019-11-27 23:02:25,帅八怪丶,0,石狮,2,5,还可以，虽然说没看完，半场走了，不过个人觉得不错
2019-11-27,2019-11-27 23:00:08,:)^,0,广州,2,5,完美 太棒了
2019-11-27,2019-11-27 22:25:18,文馨,2,北京,2,5,人生的目的是什么，很多人往往把人生的道具如纽约 高楼 房子 女人 孩子等当做人生，由此产生无数的烦恼痛苦，而此外还有更精彩的追求，1900与钢琴的关系只在海上有限的世界里更精彩
2019-11-27,2019-11-27 22:23:33,JCf925080992,0,郑州,2,5,看了以后，感悟很深，每个人心中都有一艘船，1900，他深邃的眼神，他冷恻的孤独，他深深的哲学者，他怕大陆，怕很多不该去触碰的地方，他很孤独……
2019-11-27,2019-11-27 22:23:23,春风十里。,0,昆明,2,4.5,是喜欢了很久很久的电影🎬也是看了很多遍都没能看完的电影今天看完我觉得明朗的同时又开始纠结关于生活关于未来
